B08301_001E,B08301_001EA,B08301_001M,B08301_001MA,B08301_002E,B08301_002EA,B08301_002M,B08301_002MA,B08301_003E,B08301_003EA,B08301_003M,B08301_003MA,B08301_004E,B08301_004EA,B08301_004M,B08301_004MA,B08301_005E,B08301_005EA,B08301_005M,B08301_005MA,B08301_006E,B08301_006EA,B08301_006M,B08301_006MA,B08301_007E,B08301_007EA,B08301_007M,B08301_007MA,B08301_008E,B08301_008EA,B08301_008M,B08301_008MA,B08301_009E,B08301_009EA,B08301_009M,B08301_009MA,B08301_010E,B08301_010EA,B08301_010M,B08301_010MA,B08301_011E,B08301_011EA,B08301_011M,B08301_011MA,B08301_012E,B08301_012EA,B08301_012M,B08301_012MA,B08301_013E,B08301_013EA,B08301_013M,B08301_013MA,B08301_014E,B08301_014EA,B08301_014M,B08301_014MA,B08301_015E,B08301_015EA,B08301_015M,B08301_015MA,B08301_016E,B08301_016EA,B08301_016M,B08301_016MA,B08301_017E,B08301_017EA,B08301_017M,B08301_017MA,B08301_018E,B08301_018EA,B08301_018M,B08301_018MA,B08301_019E,B08301_019EA,B08301_019M,B08301_019MA,B08301_020E,B08301_020EA,B08301_020M,B08301_020MA,B08301_021E,B08301_021EA,B08301_021M,B08301_021MA,GEO_ID,NAME,state,place
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4825356,"Falcon Village CDP, Texas",48,25356
3725,,439,,3174,,414,,2661,,428,,513,,217,,348,,170,,32,,24,,92,,85,,41,,68,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,163,,101,,16,,35,,372,,179,,1600000US4863020,"Roma city, Texas",48,63020
509,,142,,462,,140,,411,,116,,51,,44,,19,,18,,7,,10,,0,,14,,0,,14,,25,,37,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,3,,5,,0,,14,,5,,8,,0,,14,,39,,23,,1600000US4861172,"Red Lick city, Texas",48,61172
2509,,308,,2474,,310,,2251,,305,,223,,215,,184,,202,,39,,65,,0,,19,,0,,19,,0,,19,,24,,29,,24,,29,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,11,,19,,0,,19,,1600000US4876096,"Wake Village city, Texas",48,76096
1598,,428,,1260,,441,,1123,,377,,137,,117,,137,,117,,0,,14,,0,,14,,0,,14,,0,,14,,14,,24,,14,,24,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,37,,56,,83,,86,,204,,190,,1600000US4805696,"Barrett CDP, Texas",48,05696
1407,,153,,1162,,157,,1084,,133,,78,,70,,60,,66,,10,,15,,8,,14,,0,,14,,0,,14,,27,,41,,27,,41,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,2,,5,,24,,29,,192,,85,,1600000US4811300,"Bunker Hill Village city, Texas",48,11300
1149,,274,,1123,,273,,1014,,250,,109,,86,,82,,72,,27,,41,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,10,,16,,16,,28,,1600000US4817756,"Crosby CDP, Texas",48,17756
4626,,393,,4412,,437,,3526,,437,,886,,293,,717,,290,,137,,96,,0,,21,,32,,38,,0,,21,,79,,67,,79,,67,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,3,,6,,31,,41,,0,,21,,101,,81,,1600000US4827996,"Galena Park city, Texas",48,27996
380,,65,,334,,61,,310,,60,,24,,15,,21,,14,,3,,4,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,3,,4,,0,,14,,0,,14,,43,,19,,1600000US4834148,"Hilshire Village city, Texas",48,34148
9894,,949,,9238,,936,,8201,,991,,1037,,344,,651,,252,,112,,115,,193,,148,,81,,91,,0,,25,,154,,96,,154,,96,,0,,25,,0,,25,,0,,25,,0,,25,,0,,25,,10,,16,,12,,19,,135,,96,,6,,36,,339,,155,,1600000US4838476,"Katy city, Texas",48,38476
2079,,228,,1974,,249,,1560,,172,,414,,191,,369,,201,,16,,26,,29,,44,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,18,,29,,87,,63,,1600000US4865660,"Sansom Park city, Texas",48,65660
6141,,345,,5148,,426,,4792,,416,,356,,164,,310,,152,,25,,30,,10,,16,,0,,21,,11,,19,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,98,,91,,80,,71,,815,,235,,1600000US4873710,"Trophy Club town, Texas",48,73710
196,,47,,178,,44,,167,,40,,11,,11,,11,,11,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,18,,14,,1600000US4877788,"Westover Hills town, Texas",48,77788
1123,,100,,1030,,109,,884,,110,,146,,73,,122,,68,,18,,25,,6,,10,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,56,,34,,0,,14,,37,,34,,1600000US4831868,"Hallettsville city, Texas",48,31868
283,,143,,249,,118,,158,,93,,91,,81,,58,,65,,33,,52,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,28,,43,,0,,14,,6,,10,,1600000US4867778,"Siesta Shores CDP, Texas",48,67778
9782,,655,,8196,,628,,7515,,614,,681,,232,,383,,170,,218,,129,,25,,31,,55,,55,,0,,21,,27,,22,,18,,23,,0,,21,,9,,15,,0,,21,,0,,21,,0,,21,,34,,46,,0,,21,,45,,37,,115,,89,,1365,,269,,1600000US4810897,"Brushy Creek CDP, Texas",48,10897
194,,81,,190,,80,,153,,55,,37,,57,,3,,4,,0,,14,,34,,57,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,2,,4,,2,,3,,1600000US4877056,"Weir city, Texas",48,77056
721,,207,,643,,186,,614,,184,,29,,19,,12,,12,,11,,13,,6,,9,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,78,,72,,1600000US4814716,"China Grove town, Texas",48,14716
12028,,730,,11102,,714,,10143,,684,,959,,222,,660,,179,,210,,115,,57,,60,,32,,29,,0,,25,,124,,105,,124,,105,,0,,25,,0,,25,,0,,25,,0,,25,,0,,25,,0,,25,,0,,25,,214,,185,,98,,77,,490,,179,,1600000US4816468,"Converse city, Texas",48,16468
95668,,1351,,90786,,1422,,79741,,1438,,11045,,819,,7468,,701,,1934,,394,,1142,,276,,306,,173,,195,,94,,356,,158,,347,,159,,0,,32,,0,,32,,0,,32,,9,,15,,59,,66,,160,,74,,111,,81,,1058,,225,,735,,283,,2403,,354,,1600000US4803000,"Amarillo city, Texas",48,03000
11880,,636,,10703,,599,,9910,,592,,793,,232,,629,,197,,72,,60,,22,,23,,0,,25,,70,,79,,17,,29,,17,,29,,0,,25,,0,,25,,0,,25,,0,,25,,0,,25,,47,,49,,0,,25,,37,,37,,101,,51,,975,,194,,1600000US4873057,"Timberwood Park CDP, Texas",48,73057
136,,46,,125,,43,,103,,43,,22,,17,,3,,5,,16,,15,,0,,14,,0,,14,,3,,5,,2,,3,,2,,3,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,2,,3,,7,,11,,1600000US4878328,"Whiteface town, Texas",48,78328
197,,62,,197,,62,,191,,61,,6,,10,,6,,10,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4857044,"Petrolia city, Texas",48,57044
803,,180,,649,,186,,577,,184,,72,,44,,50,,42,,22,,15,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,66,,60,,0,,14,,88,,88,,1600000US4830080,"Goliad city, Texas",48,30080
616,,139,,566,,127,,528,,127,,38,,27,,33,,27,,5,,7,,0,,14,,0,,14,,0,,14,,3,,5,,3,,5,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,47,,32,,1600000US4815328,"Clear Lake Shores city, Texas",48,15328
522,,137,,466,,125,,341,,96,,125,,67,,85,,56,,40,,43,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,5,,8,,0,,14,,37,,49,,11,,13,,3,,5,,1600000US4857968,"Plains town, Texas",48,57968
441,,208,,395,,206,,377,,206,,18,,28,,18,,28,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,46,,57,,0,,14,,0,,14,,1600000US4805924,"Batesville CDP, Texas",48,05924
150,,55,,150,,55,,129,,49,,21,,24,,7,,12,,11,,14,,0,,14,,3,,7,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4873580,"Trent town, Texas",48,73580
618,,137,,595,,138,,513,,132,,82,,35,,54,,28,,28,,21,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,11,,14,,0,,14,,12,,14,,1600000US4837084,"Itasca city, Texas",48,37084
38471,,986,,35039,,1077,,31245,,1204,,3794,,573,,2208,,456,,969,,278,,320,,154,,297,,218,,0,,32,,96,,67,,71,,57,,0,,32,,0,,32,,0,,32,,25,,34,,0,,32,,98,,72,,43,,54,,679,,321,,316,,124,,2200,,331,,1600000US4850820,"New Braunfels city, Texas",48,50820
20103,,868,,18884,,827,,17615,,777,,1269,,266,,973,,222,,117,,68,,36,,35,,127,,79,,16,,25,,19,,28,,0,,29,,19,,28,,0,,29,,0,,29,,0,,29,,0,,29,,72,,45,,9,,17,,89,,77,,174,,99,,856,,189,,1600000US4866128,"Schertz city, Texas",48,66128
3422,,255,,3188,,254,,2549,,235,,639,,154,,467,,148,,63,,33,,40,,32,,52,,50,,17,,28,,2,,5,,0,,19,,0,,19,,0,,19,,2,,5,,0,,19,,0,,19,,0,,19,,19,,24,,62,,47,,54,,30,,97,,54,,1600000US4834088,"Hillsboro city, Texas",48,34088
563,,178,,497,,174,,369,,109,,128,,97,,85,,93,,43,,47,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,14,,23,,23,,24,,20,,30,,9,,9,,1600000US4811992,"Calvert city, Texas",48,11992
809,,166,,712,,134,,712,,134,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,5,,8,,71,,75,,21,,31,,1600000US4875032,"Van Horn town, Texas",48,75032
33,,23,,33,,23,,28,,20,,5,,8,,0,,14,,0,,14,,0,,14,,0,,14,,5,,8,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4858928,"Port Mansfield CDP, Texas",48,58928
22,,20,,22,,20,,22,,20,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4871356,"Sun Valley city, Texas",48,71356
762,,120,,739,,118,,672,,108,,67,,33,,67,,33,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,2,,4,,0,,14,,0,,14,,9,,15,,12,,13,,0,,14,,1600000US4817768,"Crosbyton city, Texas",48,17768
75398,,1120,,68530,,1238,,62328,,1267,,6202,,717,,5196,,678,,743,,234,,206,,137,,6,,9,,51,,40,,1474,,250,,513,,190,,575,,162,,283,,112,,103,,80,,0,,32,,19,,30,,35,,35,,0,,32,,682,,185,,375,,134,,4283,,450,,1600000US4813024,"Carrollton city, Texas",48,13024
782,,148,,736,,151,,634,,137,,102,,65,,82,,62,,20,,17,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,13,,12,,33,,22,,1600000US4811716,"Caddo Mills city, Texas",48,11716
2730,,292,,2535,,293,,2216,,307,,319,,129,,272,,113,,0,,19,,17,,24,,30,,40,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,176,,136,,0,,19,,19,,24,,1600000US4810264,"Bridgeport city, Texas",48,10264
448,,131,,409,,121,,380,,117,,29,,25,,26,,24,,0,,14,,0,,14,,0,,14,,3,,6,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,22,,34,,0,,14,,17,,21,,1600000US4814620,"Chico city, Texas",48,14620
22653,,621,,19702,,591,,18499,,617,,1203,,263,,1097,,261,,73,,40,,33,,32,,0,,29,,0,,29,,286,,135,,2,,16,,83,,67,,194,,111,,7,,11,,0,,29,,36,,46,,64,,44,,28,,27,,94,,60,,207,,96,,2236,,260,,1600000US4816612,"Coppell city, Texas",48,16612
662537,,3450,,581297,,3575,,508235,,3937,,73062,,2464,,52037,,1967,,12580,,1177,,5900,,732,,2011,,437,,534,,176,,24912,,1663,,19257,,1322,,2562,,425,,1911,,373,,1135,,331,,47,,40,,1005,,273,,596,,162,,1273,,249,,13853,,1096,,6874,,727,,32727,,1578,,1600000US4819000,"Dallas city, Texas",48,19000
1830,,235,,1694,,246,,1373,,192,,321,,175,,180,,158,,122,,127,,0,,14,,19,,33,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,18,,27,,118,,112,,1600000US4820152,"Devine city, Texas",48,20152
525,,203,,512,,200,,409,,171,,103,,76,,89,,69,,14,,23,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,13,,19,,1600000US4850400,"Natalia city, Texas",48,50400
4425,,285,,4386,,282,,3770,,371,,616,,207,,364,,200,,113,,74,,106,,83,,0,,19,,33,,50,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,8,,12,,0,,19,,31,,37,,0,,19,,0,,19,,1600000US4818524,"Dalhart city, Texas",48,18524
321,,114,,300,,115,,283,,110,,17,,23,,10,,17,,0,,14,,0,,14,,0,,14,,7,,13,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,2,,3,,0,,14,,0,,14,,5,,6,,14,,11,,1600000US4865552,"San Leanna village, Texas",48,65552
873,,151,,722,,130,,671,,121,,51,,36,,27,,24,,17,,22,,7,,13,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,17,,17,,134,,65,,1600000US4838020,"Jonestown city, Texas",48,38020
103,,46,,103,,46,,90,,37,,13,,18,,13,,18,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4854075,"Opdyke West town, Texas",48,54075
556,,84,,548,,84,,474,,75,,74,,33,,37,,28,,24,,21,,13,,9,,0,,14,,0,,14,,2,,4,,2,,4,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,6,,7,,0,,14,,0,,14,,1600000US4871060,"Sundown city, Texas",48,71060
347,,122,,336,,118,,328,,118,,8,,7,,2,,3,,6,,7,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,11,,16,,1600000US4813900,"Centerville city, Texas",48,13900
61,,35,,57,,34,,57,,34,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,2,,3,,0,,14,,2,,3,,1600000US4842340,"Leona city, Texas",48,42340
606,,164,,522,,160,,479,,158,,43,,32,,23,,24,,9,,14,,0,,14,,11,,11,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,5,,9,,29,,32,,50,,36,,1600000US4832816,"Hawkins city, Texas",48,32816
14885,,680,,14101,,694,,11591,,725,,2510,,460,,2103,,458,,217,,157,,135,,97,,9,,22,,46,,48,,40,,36,,40,,36,,0,,29,,0,,29,,0,,29,,0,,29,,0,,29,,0,,29,,7,,15,,352,,174,,37,,42,,348,,165,,1600000US4845072,"Lufkin city, Texas",48,45072
4936,,382,,4768,,389,,4203,,423,,565,,173,,332,,147,,60,,46,,80,,57,,93,,79,,0,,21,,12,,14,,12,,14,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,63,,62,,0,,21,,93,,82,,1600000US4822864,"El Campo city, Texas",48,22864
185,,75,,182,,75,,173,,73,,9,,9,,8,,9,,0,,14,,0,,14,,1,,2,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,2,,3,,1,,2,,0,,14,,1600000US4808596,"Blanket town, Texas",48,08596
8165,,450,,7738,,494,,7058,,460,,680,,188,,565,,165,,88,,55,,15,,31,,11,,20,,1,,3,,8,,14,,8,,14,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,54,,49,,47,,60,,116,,45,,1,,4,,201,,94,,1600000US4810780,"Brownwood city, Texas",48,10780
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4803126,"Anacua CDP, Texas",48,03126
56,,72,,43,,69,,43,,69,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,13,,21,,1600000US4804176,"Arroyo Gardens CDP, Texas",48,04176
142,,59,,132,,63,,132,,63,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,10,,16,,1600000US4808908,"Bluetown CDP, Texas",48,08908
180,,98,,180,,98,,145,,70,,35,,41,,35,,41,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4805576,"Banquete CDP, Texas",48,05576
3557,,287,,2829,,271,,2601,,238,,228,,134,,194,,119,,33,,34,,0,,19,,1,,2,,0,,19,,24,,38,,0,,19,,24,,38,,0,,19,,0,,19,,0,,19,,16,,26,,0,,19,,0,,19,,113,,66,,46,,43,,529,,147,,1600000US4807156,"Bee Cave city, Texas",48,07156
225,,148,,216,,152,,209,,151,,7,,11,,7,,11,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,9,,14,,0,,14,,1600000US4808240,"Big Thicket Lake Estates CDP, Texas",48,08240
476,,185,,476,,185,,455,,178,,21,,34,,0,,14,,21,,34,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4809232,"Boling CDP, Texas",48,09232
271,,125,,262,,120,,255,,120,,7,,10,,0,,14,,7,,10,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,9,,14,,1600000US4810990,"Buchanan Lake Village CDP, Texas",48,10990
28,,39,,16,,20,,16,,20,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,12,,23,,0,,14,,0,,14,,1600000US4811102,"Buena Vista CDP, Texas",48,11102
247,,171,,172,,111,,172,,111,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,75,,71,,1600000US4810336,"Bristol CDP, Texas",48,10336
144,,115,,127,,107,,127,,107,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,17,,27,,1600000US4812010,"Camargito CDP, Texas",48,12010
88,,114,,88,,114,,88,,114,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4812226,"Campo Verde CDP, Texas",48,12226
475,,196,,452,,194,,423,,199,,29,,37,,29,,37,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,12,,18,,11,,18,,1600000US4812562,"Canyon Creek CDP, Texas",48,12562
106,,78,,106,,78,,75,,55,,31,,36,,18,,29,,13,,20,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4812892,"Carlsbad CDP, Texas",48,12892
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4813128,"Casa Blanca CDP, Texas",48,13128
157,,81,,99,,54,,93,,54,,6,,8,,6,,8,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,10,,21,,1,,3,,21,,39,,26,,28,,1600000US4811536,"Burton city, Texas",48,11536
291,,160,,258,,150,,201,,137,,57,,65,,57,,65,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,33,,50,,1600000US4811940,"Callender Lake CDP, Texas",48,11940
274,,198,,236,,194,,205,,189,,31,,48,,31,,48,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,38,,45,,1600000US4812600,"Cape Royale CDP, Texas",48,12600
40,,59,,33,,50,,33,,50,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,7,,10,,0,,14,,0,,14,,1600000US4813150,"Casas CDP, Texas",48,13150
380,,241,,350,,242,,321,,232,,29,,37,,29,,37,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,30,,45,,0,,14,,1600000US4813570,"Cedar Point CDP, Texas",48,13570
95,,127,,95,,127,,0,,14,,95,,127,,0,,14,,95,,127,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4814266,"Chaparrito CDP, Texas",48,14266
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4814290,"Chapeno CDP, Texas",48,14290
396,,146,,341,,124,,225,,138,,116,,73,,111,,73,,5,,7,,0,,14,,0,,14,,0,,14,,55,,62,,55,,62,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4814692,"Chilton CDP, Texas",48,14692
47,,50,,47,,50,,47,,50,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4814880,"Chula Vista CDP (Cameron County), Texas",48,14880
70,,28,,58,,22,,58,,22,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,6,,12,,0,,14,,6,,9,,1600000US4839520,"Kirvin town, Texas",48,39520
121,,72,,106,,67,,89,,63,,17,,18,,17,,18,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,5,,7,,10,,10,,1600000US4833794,"Highland Haven city, Texas",48,33794
92,,45,,86,,45,,57,,33,,29,,29,,13,,12,,16,,26,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,6,,7,,1600000US4805264,"Bailey city, Texas",48,05264
214,,65,,200,,62,,186,,59,,14,,11,,12,,11,,2,,3,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1,,3,,13,,15,,1600000US4853217,"Oak Valley town, Texas",48,53217
90,,37,,69,,31,,66,,29,,3,,6,,0,,14,,3,,6,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,5,,10,,2,,3,,14,,11,,1600000US4861820,"Richland town, Texas",48,61820
