B08301_001E,B08301_001EA,B08301_001M,B08301_001MA,B08301_002E,B08301_002EA,B08301_002M,B08301_002MA,B08301_003E,B08301_003EA,B08301_003M,B08301_003MA,B08301_004E,B08301_004EA,B08301_004M,B08301_004MA,B08301_005E,B08301_005EA,B08301_005M,B08301_005MA,B08301_006E,B08301_006EA,B08301_006M,B08301_006MA,B08301_007E,B08301_007EA,B08301_007M,B08301_007MA,B08301_008E,B08301_008EA,B08301_008M,B08301_008MA,B08301_009E,B08301_009EA,B08301_009M,B08301_009MA,B08301_010E,B08301_010EA,B08301_010M,B08301_010MA,B08301_011E,B08301_011EA,B08301_011M,B08301_011MA,B08301_012E,B08301_012EA,B08301_012M,B08301_012MA,B08301_013E,B08301_013EA,B08301_013M,B08301_013MA,B08301_014E,B08301_014EA,B08301_014M,B08301_014MA,B08301_015E,B08301_015EA,B08301_015M,B08301_015MA,B08301_016E,B08301_016EA,B08301_016M,B08301_016MA,B08301_017E,B08301_017EA,B08301_017M,B08301_017MA,B08301_018E,B08301_018EA,B08301_018M,B08301_018MA,B08301_019E,B08301_019EA,B08301_019M,B08301_019MA,B08301_020E,B08301_020EA,B08301_020M,B08301_020MA,B08301_021E,B08301_021EA,B08301_021M,B08301_021MA,GEO_ID,NAME,state,place
297,,204,,297,,204,,219,,142,,78,,127,,0,,14,,0,,14,,78,,127,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4825038,"Fabrica CDP, Texas",48,25038
11,,18,,4,,7,,0,,14,,4,,7,,0,,14,,4,,7,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,7,,11,,0,,14,,0,,14,,1600000US4825338,"Falconaire CDP, Texas",48,25338
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4825397,"Falman CDP, Texas",48,25397
12,,21,,12,,21,,12,,21,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4825744,"Fernando Salinas CDP, Texas",48,25744
45,,80,,45,,80,,15,,26,,30,,55,,0,,14,,0,,14,,0,,14,,30,,55,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4826130,"Flor del Rio CDP, Texas",48,26130
1062,,250,,1013,,247,,939,,247,,74,,71,,13,,22,,30,,50,,0,,14,,31,,46,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8,,13,,30,,37,,11,,13,,1600000US4825404,"Fannett CDP, Texas",48,25404
562,,165,,507,,158,,480,,157,,27,,22,,27,,22,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,2,,5,,0,,14,,53,,33,,1600000US4819120,"Danbury city, Texas",48,19120
487,,267,,363,,245,,316,,218,,47,,44,,47,,44,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,124,,113,,1600000US4826680,"Fort Clark Springs CDP, Texas",48,26680
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4827124,"Four Points CDP, Texas",48,27124
22,,16,,22,,16,,17,,15,,5,,7,,5,,7,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4827748,"Fronton Ranchettes CDP, Texas",48,27748
0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4828152,"Garciasville CDP, Texas",48,28152
79,,35,,79,,35,,71,,33,,8,,10,,8,,10,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4827972,"Gail CDP, Texas",48,27972
271,,164,,238,,166,,189,,149,,49,,48,,49,,48,,0,,14,,0,,14,,0,,14,,0,,14,,17,,25,,17,,25,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,5,,7,,0,,14,,0,,14,,0,,14,,11,,17,,1600000US4829114,"Garza-Salinas II CDP, Texas",48,29114
64,,25,,54,,22,,46,,23,,8,,10,,8,,10,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,4,,5,,0,,14,,6,,8,,1600000US4831640,"Guthrie CDP, Texas",48,31640
33,,48,,33,,48,,33,,48,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4831646,"Gutierrez CDP, Texas",48,31646
177,,90,,128,,69,,116,,67,,12,,18,,12,,18,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,9,,15,,20,,32,,20,,32,,1600000US4832300,"Hargill CDP, Texas",48,32300
505,,166,,476,,162,,438,,154,,38,,43,,38,,43,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,29,,35,,1600000US4840456,"Lake Brownwood CDP, Texas",48,40456
1351,,198,,1181,,165,,903,,162,,278,,77,,179,,69,,21,,32,,56,,46,,22,,34,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,133,,74,,0,,14,,37,,36,,1600000US4812412,"Canadian city, Texas",48,12412
55,,27,,53,,27,,49,,27,,4,,6,,3,,5,,1,,3,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1,,2,,1,,4,,1600000US4849440,"Morse CDP, Texas",48,49440
660,,136,,634,,132,,551,,116,,83,,49,,53,,42,,28,,21,,0,,14,,2,,5,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,4,,7,,0,,14,,22,,19,,1600000US4866908,"Seven Points city, Texas",48,66908
1911,,363,,1667,,346,,1616,,341,,51,,64,,11,,18,,0,,14,,40,,63,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,58,,84,,75,,113,,111,,121,,1600000US4813972,"Central Gardens CDP, Texas",48,13972
337,,195,,327,,194,,256,,135,,71,,75,,71,,75,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,10,,16,,0,,14,,0,,14,,1600000US4839664,"Knippa CDP, Texas",48,39664
81,,50,,81,,50,,76,,51,,5,,7,,5,,7,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4873856,"Tuleta CDP, Texas",48,73856
103,,71,,87,,67,,87,,67,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,16,,25,,0,,14,,0,,14,,1600000US4874576,"Utopia CDP, Texas",48,74576
317,,290,,298,,282,,238,,253,,60,,90,,39,,59,,21,,32,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,19,,33,,0,,14,,1600000US4808830,"Blue Berry Hill CDP, Texas",48,08830
224,,112,,181,,79,,172,,75,,9,,12,,9,,12,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,32,,47,,0,,14,,11,,18,,1600000US4857116,"Pettus CDP, Texas",48,57116
1178,,154,,1102,,148,,897,,157,,205,,93,,141,,86,,64,,45,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,76,,61,,1600000US4861604,"Reno city (Parker and Tarrant Counties), Texas",48,61604
80,,38,,76,,36,,72,,34,,4,,7,,4,,7,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,4,,6,,1600000US4812916,"Carmine city, Texas",48,12916
1518,,253,,1429,,256,,1082,,273,,347,,188,,219,,142,,74,,102,,54,,50,,0,,14,,0,,14,,15,,26,,15,,26,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,14,,19,,28,,32,,32,,35,,1600000US4833008,"Hebbronville CDP, Texas",48,33008
137,,61,,137,,61,,129,,59,,8,,9,,4,,6,,0,,14,,4,,6,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4811020,"Buckholts town, Texas",48,11020
7315,,494,,6868,,490,,6533,,529,,335,,182,,283,,176,,35,,41,,0,,21,,17,,28,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,30,,37,,0,,21,,15,,22,,18,,34,,384,,149,,1600000US4833428,"Hewitt city, Texas",48,33428
5508,,382,,5182,,384,,4704,,390,,478,,145,,398,,135,,32,,34,,30,,33,,2,,4,,16,,23,,1,,3,,1,,3,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,14,,20,,0,,21,,0,,21,,0,,21,,311,,135,,1600000US4862588,"Robinson city, Texas",48,62588
208,,91,,139,,64,,139,,64,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,22,,32,,14,,25,,33,,39,,1600000US4867772,"Sierra Blanca CDP, Texas",48,67772
147,,57,,142,,58,,106,,47,,36,,20,,29,,17,,6,,6,,0,,14,,1,,3,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,4,,5,,0,,14,,1,,2,,1600000US4842940,"Lipan city, Texas",48,42940
376,,179,,370,,178,,342,,180,,28,,18,,21,,16,,5,,6,,2,,4,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,6,,6,,1600000US4873268,"Tolar city, Texas",48,73268
132,,42,,127,,41,,122,,40,,5,,7,,3,,6,,2,,3,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1,,3,,0,,14,,4,,8,,1600000US4841644,"Latexo city, Texas",48,41644
10384,,642,,9806,,641,,8100,,635,,1706,,404,,1154,,364,,447,,232,,28,,29,,77,,88,,0,,25,,25,,26,,25,,26,,0,,25,,0,,25,,0,,25,,0,,25,,24,,30,,23,,24,,17,,29,,169,,127,,102,,73,,218,,115,,1600000US4808236,"Big Spring city, Texas",48,08236
283,,62,,262,,59,,226,,56,,36,,19,,28,,18,,3,,4,,5,,6,,0,,14,,0,,14,,2,,3,,0,,14,,0,,14,,2,,3,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8,,7,,0,,14,,11,,15,,1600000US4818128,"Cumby city, Texas",48,18128
7291,,418,,7008,,448,,6266,,479,,742,,216,,575,,189,,146,,118,,17,,26,,4,,8,,0,,21,,27,,29,,27,,29,,0,,21,,0,,21,,0,,21,,0,,21,,10,,12,,0,,21,,30,,47,,28,,24,,6,,11,,182,,97,,1600000US4870904,"Sulphur Springs city, Texas",48,70904
22,,20,,22,,20,,18,,19,,4,,7,,4,,7,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4818152,"Cuney town, Texas",48,18152
2288,,255,,1913,,209,,1802,,214,,111,,85,,111,,85,,0,,19,,0,,19,,0,,19,,0,,19,,31,,46,,31,,46,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,29,,46,,107,,107,,208,,100,,1600000US4872296,"Terrell Hills city, Texas",48,72296
1760,,345,,1449,,273,,1321,,273,,128,,84,,118,,88,,10,,15,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,13,,20,,298,,182,,1600000US4817811,"Cross Mountain CDP, Texas",48,17811
7508,,443,,7061,,462,,6167,,473,,894,,277,,789,,261,,64,,53,,27,,41,,0,,21,,14,,26,,15,,18,,15,,18,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,104,,89,,0,,21,,328,,151,,1600000US4843096,"Live Oak city, Texas",48,43096
8445,,440,,7477,,468,,6888,,513,,589,,193,,475,,178,,66,,56,,11,,15,,37,,41,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,142,,94,,485,,232,,114,,75,,227,,93,,1600000US4812532,"Canyon city, Texas",48,12532
9615,,577,,8914,,599,,8041,,625,,873,,298,,765,,285,,108,,103,,0,,25,,0,,25,,0,,25,,69,,67,,69,,67,,0,,25,,0,,25,,0,,25,,0,,25,,0,,25,,15,,27,,5,,28,,171,,113,,108,,75,,333,,112,,1600000US4874408,"Universal City city, Texas",48,74408
774,,104,,743,,100,,607,,80,,136,,56,,75,,47,,42,,28,,19,,16,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,17,,18,,14,,20,,1600000US4849464,"Morton city, Texas",48,49464
28,,22,,28,,22,,28,,22,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4852668,"Novice city, Texas",48,52668
118,,98,,89,,81,,89,,81,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,29,,31,,1600000US4830890,"Green Valley Farms CDP, Texas",48,30890
141,,48,,135,,49,,109,,33,,26,,24,,4,,5,,10,,11,,2,,4,,6,,10,,4,,6,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,3,,7,,3,,4,,1600000US4830752,"Grays Prairie village, Texas",48,30752
1248,,183,,1194,,190,,1036,,170,,158,,119,,94,,99,,0,,14,,64,,56,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,12,,17,,0,,14,,42,,52,,1600000US4827432,"Freer city, Texas",48,27432
32,,18,,24,,16,,24,,16,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1,,3,,2,,5,,5,,5,,1600000US4863524,"Round Top town, Texas",48,63524
40,,41,,40,,41,,10,,15,,30,,46,,30,,46,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4880686,"Yznaga CDP, Texas",48,80686
1268,,124,,1242,,122,,1103,,114,,139,,69,,111,,65,,28,,24,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,26,,31,,1600000US4867136,"Shallowater city, Texas",48,67136
12980,,720,,11927,,726,,10750,,716,,1177,,324,,568,,206,,264,,174,,70,,89,,216,,149,,59,,71,,40,,64,,40,,64,,0,,29,,0,,29,,0,,29,,0,,29,,36,,42,,106,,84,,65,,85,,129,,176,,63,,53,,614,,242,,1600000US4832312,"Harker Heights city, Texas",48,32312
163,,59,,149,,55,,123,,43,,26,,26,,24,,25,,0,,14,,2,,3,,0,,14,,0,,14,,5,,10,,5,,10,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,4,,6,,0,,14,,5,,9,,1600000US4827804,"Fruitvale city, Texas",48,27804
6915,,360,,5207,,324,,4891,,343,,316,,134,,157,,82,,83,,56,,0,,21,,76,,120,,0,,21,,21,,29,,11,,24,,10,,15,,0,,21,,0,,21,,0,,21,,12,,19,,15,,18,,0,,21,,28,,29,,103,,67,,1529,,266,,1600000US4840984,"Lakeway city, Texas",48,40984
545,,140,,529,,139,,468,,138,,61,,38,,40,,32,,13,,16,,8,,10,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,2,,5,,0,,14,,14,,15,,1600000US4874216,"Uhland city, Texas",48,74216
970,,156,,907,,150,,760,,152,,147,,99,,145,,98,,2,,6,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,20,,27,,0,,14,,43,,32,,1600000US4837528,"Jefferson city, Texas",48,37528
4,,6,,4,,6,,0,,14,,4,,6,,2,,3,,2,,3,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4817024,"Corral City town, Texas",48,17024
176,,49,,158,,47,,146,,46,,12,,8,,10,,8,,0,,14,,1,,3,,1,,2,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,9,,7,,0,,14,,9,,7,,1600000US4826328,"Follett city, Texas",48,26328
213,,51,,210,,51,,174,,46,,36,,22,,31,,19,,5,,7,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,3,,5,,0,,14,,0,,14,,1600000US4805612,"Bardwell city, Texas",48,05612
601,,204,,543,,203,,534,,201,,9,,17,,9,,17,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,12,,20,,46,,51,,0,,14,,1600000US4863188,"Rosebud city, Texas",48,63188
532,,154,,502,,150,,415,,133,,87,,51,,81,,50,,3,,5,,3,,5,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,5,,10,,12,,13,,6,,10,,7,,11,,1600000US4870376,"Stockdale city, Texas",48,70376
122,,52,,114,,50,,107,,45,,7,,9,,7,,9,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,8,,10,,1600000US4840738,"Lakeside town (San Patricio County), Texas",48,40738
1090,,173,,1001,,160,,990,,163,,11,,18,,11,,18,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,36,,39,,0,,14,,53,,50,,1600000US4865768,"Santa Rosa town, Texas",48,65768
636,,203,,603,,203,,566,,198,,37,,34,,37,,34,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,33,,37,,1600000US4853964,"Olmito CDP, Texas",48,53964
28,,44,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,28,,44,,1600000US4860686,"Ratamosa CDP, Texas",48,60686
334,,83,,292,,73,,242,,63,,50,,39,,32,,35,,10,,14,,8,,12,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,15,,21,,0,,14,,27,,20,,1600000US4878316,"White Deer town, Texas",48,78316
1547,,255,,1460,,252,,1246,,279,,214,,164,,214,,164,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,36,,57,,0,,14,,0,,14,,51,,78,,0,,14,,1600000US4838116,"Jourdanton city, Texas",48,38116
108,,45,,106,,45,,100,,44,,6,,7,,2,,5,,2,,4,,2,,4,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,2,,3,,0,,14,,0,,14,,0,,14,,0,,14,,1600000US4821112,"Douglassville town, Texas",48,21112
7485,,342,,6900,,399,,6322,,409,,578,,199,,494,,203,,73,,67,,0,,21,,11,,16,,0,,21,,12,,19,,12,,19,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,185,,222,,68,,66,,320,,154,,1600000US4866392,"Seabrook city, Texas",48,66392
149,,68,,122,,64,,122,,64,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,21,,17,,0,,14,,6,,9,,1600000US4835828,"Imperial CDP, Texas",48,35828
691,,278,,667,,286,,562,,249,,105,,120,,98,,119,,7,,12,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,24,,39,,1600000US4808800,"Bloomington CDP, Texas",48,08800
130,,50,,115,,49,,98,,44,,17,,12,,8,,8,,0,,14,,0,,14,,9,,9,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,9,,12,,4,,6,,2,,3,,1600000US4846260,"Malone town, Texas",48,46260
678,,120,,652,,120,,609,,119,,43,,26,,34,,21,,0,,14,,0,,14,,9,,10,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,4,,6,,0,,14,,1,,3,,12,,20,,9,,9,,1600000US4860080,"Queen City city, Texas",48,60080
57,,25,,43,,20,,39,,19,,4,,5,,4,,5,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,5,,7,,9,,9,,1600000US4801324,"Adrian city, Texas",48,01324
3144,,257,,3025,,253,,2669,,235,,356,,124,,229,,111,,82,,64,,45,,42,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,13,,19,,0,,19,,41,,45,,0,,19,,65,,64,,1600000US4834220,"Hitchcock city, Texas",48,34220
3115,,334,,3014,,356,,2633,,380,,381,,214,,276,,134,,0,,19,,103,,145,,2,,4,,0,,19,,2,,4,,2,,4,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,48,,51,,0,,19,,51,,68,,1600000US4834676,"Hondo city, Texas",48,34676
284,,139,,209,,107,,190,,109,,19,,20,,5,,8,,0,,14,,7,,13,,7,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,37,,43,,27,,22,,11,,29,,1600000US4824240,"Encinal city, Texas",48,24240
7833,,616,,7431,,613,,6471,,655,,960,,343,,805,,285,,112,,146,,16,,22,,27,,28,,0,,21,,39,,60,,39,,60,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,37,,49,,0,,21,,0,,21,,135,,141,,191,,101,,1600000US4854708,"Palestine city, Texas",48,54708
192,,64,,166,,57,,161,,56,,5,,6,,2,,4,,3,,5,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,21,,21,,0,,14,,5,,8,,1600000US4811644,"Byers city, Texas",48,11644
1154,,399,,1031,,387,,835,,302,,196,,107,,196,,107,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,123,,69,,1600000US4809250,"Bolivar Peninsula CDP, Texas",48,09250
7012,,480,,6792,,508,,5774,,522,,1018,,249,,701,,213,,163,,96,,48,,41,,0,,21,,106,,75,,33,,36,,33,,36,,0,,21,,0,,21,,0,,21,,0,,21,,0,,21,,17,,20,,16,,17,,4,,8,,0,,21,,150,,93,,1600000US4841116,"La Marque city, Texas",48,41116
469,,97,,423,,89,,335,,88,,88,,37,,65,,34,,20,,18,,0,,14,,0,,14,,3,,5,,2,,3,,2,,3,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,33,,40,,0,,14,,11,,8,,1600000US4854600,"Paducah town, Texas",48,54600
549,,103,,486,,90,,443,,78,,43,,29,,43,,29,,0,,14,,0,,14,,0,,14,,0,,14,,3,,6,,0,,14,,0,,14,,0,,14,,3,,6,,0,,14,,0,,14,,4,,6,,0,,14,,0,,14,,3,,6,,53,,35,,1600000US4872989,"Tiki Island village, Texas",48,72989
2333,,277,,1977,,322,,1722,,310,,255,,176,,215,,147,,24,,45,,16,,27,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,0,,19,,139,,165,,26,,37,,191,,132,,1600000US4829432,"Giddings city, Texas",48,29432
148,,87,,144,,87,,136,,85,,8,,11,,0,,14,,8,,11,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,0,,14,,4,,6,,0,,14,,0,,14,,1600000US4810876,"Bruni CDP, Texas",48,10876
